x_km,y_km,elevation_m,slope_m_km
6.0,0.0,522.3242413394782,11.597099498292502
6.12,0.0,502.31596663693483,29.024009341416637
6.24,0.0,522.1772063374823,19.645427669800938
6.36,0.0,524.0805254159534,9.00746027531442
6.48,0.0,499.9464340493462,8.26270818411997
6.6,0.0,529.2410243907093,36.05634034927109
6.72,0.0,490.437168499224,15.649766826970307
6.84,0.0,479.40762467672164,16.51830378151599
6.96,0.0,478.77315339652796,19.913543111715466
7.08,0.0,445.043887758946,29.835301178558574
7.2,0.0,448.189966398988,13.724820460439153
7.32,0.0,432.1499070955082,11.068503404131942
7.44,0.0,454.1654607882054,32.66037483646697
7.56,0.0,446.37329913504414,3.2196866369522867
7.68,0.0,424.873941391196,13.552991496325708
7.8,0.0,388.42934499286434,7.733426815499725
7.92,0.0,385.09830601997817,10.443377941205437
8.04,0.0,372.6280363325737,8.086060745219111
8.16,0.0,381.36798000371545,6.577167046787451
8.28,0.0,361.8874951928416,12.710677257521333
8.4,0.0,353.5220380254818,6.441758448904195
8.52,0.0,370.3317850642297,13.08003536763466
8.64,0.0,344.39742327783136,14.926568594737843
8.76,0.0,330.98708992728484,8.781883051625993
8.88,0.0,345.79625082103524,10.95266346380491
9.0,0.0,325.3663943510807,12.242558470296412
9.12,0.0,335.12872016772394,13.734961356232102
9.24,0.0,343.4251940182194,9.084535324259068
9.36,0.0,349.5996973783141,16.36967841405844
9.48,0.0,352.03300469728083,5.964343303262263
9.6,0.0,350.36312422211137,11.148593380918735
9.72,0.0,343.5630307848402,17.770286112147577
9.84,0.0,368.45257304755853,1.1764372879356595
9.96,0.0,368.9694184419887,7.6744514773185575
10.08,0.0,365.69534403354464,9.25005742271582
10.2,0.0,372.74895050709614,23.824014727010464
10.32,0.0,383.60996801717266,5.893959657818652
10.44,0.0,387.32978431216424,11.200417782138953
10.56,0.0,411.2966061558646,19.079530564797135
10.68,0.0,406.7089356158357,9.529221038475802
10.8,0.0,417.4196932136267,14.681894704355381
10.92,0.0,423.05054194540025,8.396271137543739
11.04,0.0,419.00383795355555,22.12989406605905
11.16,0.0,436.03968459262006,31.986076577350772
11.28,0.0,429.99807184901346,22.512317663100248
11.4,0.0,409.96310158441344,20.888994629562735
11.52,0.0,409.24487490891465,5.952128772150811
11.64,0.0,426.03105000785195,15.78599363599719
11.76,0.0,396.58049891695595,16.992294000211405
11.88,0.0,387.64390797966655,27.192447624351907
12.0,0.0,383.80317398372915,13.374513565479443
12.12,0.0,391.0520137258614,3.1448952849008442
12.24,0.0,391.35238095616853,8.688044773731331
12.36,0.0,366.09765579631943,18.944615937153426
12.48,0.0,394.7089999480558,10.630092203196408
12.6,0.0,394.1451359471058,20.534499407834485
12.72,0.0,371.99806914499544,6.8012984372598675
12.84,0.0,371.1562168295411,17.8280072133154
12.96,0.0,351.18631196705786,18.651555357632656
13.08,0.0,368.7604965779877,22.07855299254379
13.2,0.0,351.56971448121726,10.967918531635984
13.32,0.0,330.44415715310447,4.179756483263989
13.44,0.0,338.7456942995783,4.397129247667398
13.56,0.0,333.9834365096485,10.113139251111338
13.68,0.0,345.9381417528829,9.485506877703775
13.8,0.0,372.84054092482086,21.33973612113548
13.92,0.0,353.90714114109187,16.098812697934836
14.04,0.0,355.17805212571693,5.927661377611268
14.16,0.0,351.268788535503,46.68356627085134
14.28,0.0,383.5339320005844,5.911849174657832
14.4,0.0,385.0393073076232,9.316302264425248
14.52,0.0,388.3221499534683,11.634626968884081
14.64,0.0,427.3059829526414,30.73731278491289
14.76,0.0,420.74595908663383,19.33244749610692
14.88,0.0,420.19988150844296,25.718758736022053
15.0,0.0,454.8539815035335,26.34419949997685
15.12,0.0,449.20466420704685,3.4510694487684526
15.24,0.0,469.2208841104941,4.437066186193789
15.36,0.0,477.5822564531056,8.791530066055541
15.48,0.0,497.0110647836323,9.387601951926394
15.6,0.0,482.5299201338986,12.19088533159169
15.72,0.0,502.0896427334001,20.750424928750732
15.84,0.0,521.8756345756046,13.436049069337898
15.96,0.0,525.0945142404642,11.8675072880793
16.08,0.0,521.6685476721027,9.60207061153712
16.2,0.0,545.1980257620892,2.537301180994605
16.32,0.0,510.3857241375064,15.985435417002106
16.44,0.0,544.1236550262511,2.294906603686005
16.56,0.0,553.1820957570698,31.75802408892101
16.68,0.0,532.9948244588256,7.8332497242562775
16.8,0.0,539.2171293766439,13.48635842983548
16.92,0.0,545.800087359031,23.15153818398831
17.04,0.0,506.02459217188687,26.347493543590662
17.16,0.0,525.3151056705083,12.74699703044004
17.28,0.0,517.8362948449599,16.00555233229405
17.4,0.0,512.0171915876037,14.186500301619605
17.52,0.0,502.8805742213127,13.469057899700298
17.64,0.0,502.72789210163216,2.015265525710786
17.76,0.0,491.2124324318714,3.4315587222443686
17.88,0.0,475.3711430616214,6.238108342926317
18.0,0.0,480.104735860754,15.612627990187447
18.12,0.0,469.7805019094578,4.177765777554783
18.24,0.0,439.1034121795291,19.242487211511435
18.36,0.0,457.59477904406134,15.781226063499158
18.48,0.0,451.6302147249871,2.683462083131746
18.6,0.0,438.3526075279341,3.1742768122720086
18.72,0.0,463.46758323539603,11.860045894949769
18.84,0.0,445.0266519766653,7.018304470033709
18.96,0.0,442.6957338162326,11.592159676994903
19.08,0.0,454.97373061047693,11.680400084001247
19.2,0.0,443.85323036914934,25.524152900299324
19.32,0.0,447.804261219355,14.640717429431742
19.44,0.0,451.6468012892355,5.575687491018784
19.56,0.0,455.50122429840616,20.491723634576637
19.68,0.0,463.46367276818773,4.502758950918431
19.8,0.0,461.8129950503924,6.960107418259904
19.92,0.0,465.3743617073773,12.378055985239353
20.04,0.0,448.39242845549825,40.084759750408026
20.16,0.0,479.4587925609306,13.170743909126852
20.28,0.0,475.07462513741234,22.659727678408647
20.4,0.0,499.6410556324103,13.305665782411628
20.52,0.0,480.44360272992145,12.522943986661275
20.64,0.0,504.3973955396608,33.20745862177422
20.76,0.0,484.87411297470226,16.33894026430277
20.88,0.0,500.5389617090142,5.985132139574825
21.0,0.0,489.2335961852472,7.98207216666493
21.12,0.0,474.45573222267683,24.27036416403758
21.24,0.0,464.0606428917504,23.498564726776266
21.36,0.0,475.717942989823,5.931163867669379
21.48,0.0,475.9981161910089,7.81015739150881
21.6,0.0,469.6433003749131,18.304700052242453
21.72,0.0,458.2698040723246,7.879759792173345
21.84,0.0,439.2172560511267,9.37291329516961
21.96,0.0,438.01463871383686,9.540578657869316
22.08,0.0,423.42576659159306,15.739509995117187
22.2,0.0,386.01420316344684,24.525449111696076
22.32,0.0,398.78275256160646,9.036623343814155
22.44,0.0,371.5558372881778,7.322893172093999
22.56,0.0,352.91975575423476,10.884109326641155
22.68,0.0,355.2395544533086,27.80139224390952
22.8,0.0,328.9801757583063,10.09307212217437
22.92,0.0,335.00302522559656,11.614950479635215
23.04,0.0,301.8731194955802,6.060133727158817
23.16,0.0,304.13312839722806,12.283613941212312
23.28,0.0,277.6017465871005,30.31965711155487
23.4,0.0,277.96922947784026,26.231912939413533
23.52,0.0,273.63162450653357,24.346754473488424
23.64,0.0,259.101679218144,23.574935933637725
23.76,0.0,257.0006588988514,29.229861245078464
23.88,0.0,248.8671484819894,3.2526496488956074
24.0,0.0,256.78690922257204,9.499841014558955
24.12,0.0,239.31411038591781,3.884728614482327
24.24,0.0,257.97721048357073,4.1549993533869
24.36,0.0,260.7803218739456,29.71725434173343
24.48,0.0,249.0626996422466,14.760068027630947
24.6,0.0,242.78806048652282,8.183354180185086
24.72,0.0,247.0407005862579,19.662498784260794
24.84,0.0,251.38148092160668,9.126587268641796
24.96,0.0,249.22671938421246,27.346092058345427
25.08,0.0,283.03063271998155,20.02929883476727
25.2,0.0,269.62674763476275,16.62005064403774
25.32,0.0,276.7574736563998,14.41892089353347
25.44,0.0,271.9771349211445,16.38225666157137
25.56,0.0,275.87705753166375,10.858198135478483
25.68,0.0,276.92772168912995,21.492197173660834
25.8,0.0,291.213216435939,11.99232373231568
25.92,0.0,283.5634192695742,12.232313587509775
26.04,0.0,298.69356740555924,15.72334904241264
26.16,0.0,275.1452740975595,12.733076986490747
26.28,0.0,283.52286753165566,16.713751378921074
26.4,0.0,315.6649415528474,31.784542532989732
26.52,0.0,291.1275837495932,21.650780470028923
26.64,0.0,285.54553600319804,7.11570728156038
26.76,0.0,285.4962165266416,21.235742068143722
26.88,0.0,265.1750489765093,21.117675661740254
27.0,0.0,264.2940971855883,19.403831102494664
27.12,0.0,254.74941554032105,13.676450708535196
27.24,0.0,252.00962284558054,14.014189470695039
27.36,0.0,239.3835917303983,5.686807499386053
27.48,0.0,235.31735866694427,4.256179592819436
27.6,0.0,232.63409581722917,10.27842116463219
27.72,0.0,226.385481038869,6.575591235928234
27.84,0.0,223.50760740128834,28.4183561375825
27.96,0.0,182.8419380456158,25.906085136278563
28.08,0.0,182.19564921293636,12.368356036939737
28.2,0.0,174.7710747232205,22.1092466894902
28.32,0.0,207.0230845591871,24.021167420066327
28.44,0.0,183.427136096615,9.419449002388877
28.56,0.0,168.97544123735057,27.752647527569064
28.68,0.0,187.77096035945317,15.317448981750017
28.8,0.0,193.25195708508045,6.723849878494947
28.92,0.0,188.39060118841385,8.134462899819257
29.04,0.0,193.79503744090363,22.032084725492766
29.16,0.0,209.9599350746226,10.019295842222895
29.28,0.0,202.6039005365044,2.731756457319037
29.4,0.0,225.13722479442194,30.471119954053837
29.52,0.0,225.5537792183479,8.484946587131244
29.64,0.0,233.2680681595823,6.6065906143358015
29.76,0.0,243.7681342910165,10.496663797083405
29.88,0.0,278.25142143408533,21.356727870011355
30.0,0.0,285.15715425223243,50.510322595794946
30.12,0.0,288.6330017287627,10.381459595359347
30.24,0.0,303.8938659210731,7.595206695996458
30.36,0.0,326.4380911727858,19.30419766868292
30.48,0.0,305.7092429707068,1.481856729210865
30.6,0.0,328.60387971320813,15.693252912698087
0.0,0.12,342.8860056901933,13.349138675982484
0.12,0.12,333.53832855585244,1.3385679742268037
0.24,0.12,364.18635408707894,6.031959091138864
0.36,0.12,376.50789937790057,4.3919983822579605
0.48,0.12,409.8161084044697,13.767318149157187
0.6,0.12,401.8408121226971,6.294120423936904
0.72,0.12,409.27538831798336,7.952445482348895
0.84,0.12,430.2004873571142,9.494648016541142
0.96,0.12,427.6523532429498,7.0636513973181225
1.08,0.12,456.2253676019181,9.271866866453626
1.2,0.12,450.08936650621695,6.417874969153235
1.32,0.12,463.0563573586567,11.777560761263564
1.44,0.12,442.6271097395356,16.037927693131145
1.56,0.12,456.5707552195576,2.9522498765876355
1.68,0.12,464.6031678329499,13.208117351999586
1.8,0.12,469.56430831758166,11.06537656123125
1.92,0.12,462.52754906149994,1.8581304588812255
2.04,0.12,455.24938962286234,17.534346703311265
2.16,0.12,468.3168860364033,3.5660319848920983
2.28,0.12,447.79884856032754,8.517029706510492
2.4,0.12,448.8813103835402,14.769080266831635
2.52,0.12,447.4829360930497,20.675199319186454
2.64,0.12,434.03484020700097,4.795257749216877
2.76,0.12,429.93129175872286,6.138366903516408
2.88,0.12,444.6766775390606,16.566013638993624
3.0,0.12,438.32653749132606,19.074187555842098
3.12,0.12,424.92953427907577,27.154222188365498
3.24,0.12,420.41432934072384,2.428957630808524
3.36,0.12,407.21553374139864,9.507642947858848
3.48,0.12,424.7586801302335,15.039510040052244
3.6,0.12,436.5076140968171,14.655202721937991
3.72,0.12,388.9066253830338,15.466969420422412
3.84,0.12,402.2879549386245,4.899014212359918
3.96,0.12,423.90154020858495,3.2542736640722585
4.08,0.12,417.6581152957681,8.255340835513769
4.2,0.12,445.73783067536027,6.451985269415971
4.32,0.12,414.1155905433323,17.74451856639625
4.44,0.12,441.76537145312415,11.177463283127828
4.56,0.12,454.104800069449,13.833685916220775
4.68,0.12,458.3541991499957,13.899012892707706
4.8,0.12,454.22114726078047,4.843031702957617
4.92,0.12,482.9566301486885,6.402635342064912
5.04,0.12,478.7220727349272,7.311518048209139
5.16,0.12,474.1779521613903,19.97151445390556
5.28,0.12,478.55892300760235,1.7376889226297105
5.4,0.12,493.6574942102645,5.988275937099791
5.52,0.12,529.9309178268862,9.97763902608765
5.64,0.12,501.9454927211411,4.5601167995231275
5.76,0.12,531.5805539725425,9.084834037318773
5.88,0.12,499.9183382649079,10.219854541926205
6.0,0.12,505.8913842898477,10.287633637929128
6.12,0.12,512.8034838018596,6.700287803509544
6.24,0.12,501.0735815229731,15.570047644284195
6.36,0.12,510.62243579973506,12.779117316910696
6.48,0.12,514.017255723704,10.83434825322181
6.6,0.12,489.7482128693918,13.455613528651613
6.72,0.12,495.2776516135755,11.578364139618092
6.84,0.12,478.6011629553443,16.644219118915288
6.96,0.12,497.35963782619314,11.233406629581687
7.08,0.12,476.4852672067593,20.04802821356425
7.2,0.12,438.16914984943867,12.764379471514076
7.32,0.12,456.42593320802536,0.8198944689394314
7.44,0.12,426.6030911600919,9.465833342494573
7.56,0.12,411.5455723054691,12.831215970370975
7.68,0.12,407.69425547811426,24.4315676065926
7.8,0.12,401.67711702742514,15.0956779369707
7.92,0.12,391.6355556964028,16.907075984111472
8.04,0.12,371.05651437681206,11.785531221176871
8.16,0.12,360.73209619517894,6.305404622825935
8.28,0.12,347.47973934217816,3.0227254559984176
8.4,0.12,325.556919053567,10.98872514240388
8.52,0.12,348.18124495666245,6.5284589110772515
8.64,0.12,334.632303876893,7.138611395817319
8.76,0.12,339.7007515902717,10.775839177802778
8.88,0.12,339.59837184203934,9.123640870980772
9.0,0.12,324.88863779871747,8.19648131902542
9.12,0.12,341.2319778498141,1.2718128976105407
9.24,0.12,336.0743232657949,16.907846121594513
9.36,0.12,346.6310344190572,9.780975514351063
9.48,0.12,332.4650942526657,13.722309105242914
9.6,0.12,352.43477579983085,13.532423658214118
9.72,0.12,370.7427219878965,8.088322949459378
9.84,0.12,351.2093753529799,10.233889995253765
9.96,0.12,369.3293053335945,8.166551766736042
10.08,0.12,377.674559020522,11.473136292621556
10.2,0.12,395.4149377294076,12.159148390695357
10.32,0.12,373.44538567708736,16.017127296090358
10.44,0.12,373.34013891872263,6.808300822908705
10.56,0.12,406.840546414391,12.252588517569565
10.68,0.12,419.79752218752594,6.831142864406391
10.8,0.12,398.1144481098215,11.495358356132972
10.92,0.12,428.46728637415737,18.55959867978195
11.04,0.12,411.0228680931462,13.609250227470728
11.16,0.12,420.4721301836082,6.251081328573276
11.28,0.12,434.5253045122373,4.414972845135891
11.4,0.12,413.9939057355196,4.719790877113382
11.52,0.12,404.0277828967366,10.317128794235341
11.64,0.12,414.5877962799674,17.070639861321393
11.76,0.12,421.40861844852674,3.4043561637801654
11.88,0.12,400.24385621104165,5.606821510448748
12.0,0.12,392.63383613609074,6.646360262925792
12.12,0.12,385.1563905693283,10.757033919313661
12.24,0.12,387.4849457806808,1.8864030919314048
12.36,0.12,391.0191058211344,13.684109945392303
12.48,0.12,370.38987213605884,12.962437959916715
12.6,0.12,366.02945686153896,8.831861668991888
12.72,0.12,359.2330861221982,11.82493081702835
12.84,0.12,372.71224887087,11.504603822574813
12.96,0.12,353.86019666185683,8.811391689195071
13.08,0.12,356.17957413939166,11.483281633900871
13.2,0.12,349.9479761668315,15.598927153894115
13.32,0.12,333.76000289282297,8.022096279647448
13.44,0.12,349.13321365658055,6.811024559637707
13.56,0.12,350.2113429730982,1.6625997642907862
13.68,0.12,357.4338030965376,11.768045895841137
13.8,0.12,339.3913851140626,12.512287754103356
13.92,0.12,343.34508896896284,7.956190861590929
14.04,0.12,370.5421540176256,5.76722208382278
14.16,0.12,385.32420332303434,15.001540174338265
14.28,0.12,386.44223170536026,8.806805028598724
14.4,0.12,373.3320849751447,14.407979982240853
14.52,0.12,399.4972946165439,7.7227431174576555
14.64,0.12,406.1094956252393,6.46698458798963
14.76,0.12,414.72759899845096,8.403982272237903
14.88,0.12,438.2509095024564,10.651180551715422
15.0,0.12,441.1464401760014,10.194202869891205
15.12,0.12,454.0854077565276,14.49081274172583
15.24,0.12,456.12689946429083,17.782492846411895
15.36,0.12,487.94446928452595,4.744419987969865
15.48,0.12,507.5063623957689,12.169699264125022
15.6,0.12,514.3095350669792,14.81639888544535
15.72,0.12,505.3232261102135,15.90766640513379
15.84,0.12,522.6543106662623,13.590169737012902
15.96,0.12,537.9732817391796,9.761311599061072
16.08,0.12,535.4935252137714,16.048456986943503
16.2,0.12,541.2731398168937,10.52978808981948
16.32,0.12,547.3959193602423,17.57117219121713
16.44,0.12,546.785979973775,2.657844400908437
16.56,0.12,521.1486198110877,14.674972472842173
16.68,0.12,538.7277903174665,9.645602573349874
16.8,0.12,532.0263638725786,18.888127717495266
16.92,0.12,548.7200273728803,2.354276025048474
17.04,0.12,535.2463423927543,4.529921247008056
17.16,0.12,511.65945807336135,12.543582873026248
17.28,0.12,520.4695805855895,6.989942670899248
17.4,0.12,515.9448263614157,10.34443003448464
17.52,0.12,498.1248806517594,6.868685565945266
17.64,0.12,481.4748696538533,6.341451024559724
17.76,0.12,469.3785072796995,2.056377550848267
17.88,0.12,489.34979929512684,3.4176701634365068
18.0,0.12,477.4225866087766,7.853376001382015
18.12,0.12,453.94371290042835,7.633611572850011
18.24,0.12,466.10484128289505,9.001791027576443
18.36,0.12,465.49941763557723,2.871992482324456
18.48,0.12,455.28737273691524,4.435483575870894
18.6,0.12,474.77366362345015,7.985974119790129
18.72,0.12,457.0597223957996,6.957899713380523
18.84,0.12,443.72995893416544,17.488557933439562
18.96,0.12,462.8628846822062,9.343908927413246
19.08,0.12,433.9389527732657,3.5034205962010825
19.2,0.12,438.8855883795719,4.819942110292663
19.32,0.12,456.6848738335292,17.75203124265107
19.44,0.12,472.6743501767796,5.339258087892202
19.56,0.12,448.7897141449275,10.90616436438912
19.68,0.12,460.68599604384536,9.435725485515265
19.8,0.12,451.32413118203596,8.207721133531834
19.92,0.12,459.0072903944758,2.049237121609049
20.04,0.12,467.1634743497247,5.930005409529705
20.16,0.12,494.9461572040101,10.184336524450739
20.28,0.12,494.8857709346581,11.530513845893237
20.4,0.12,490.9419808956879,6.416731600641518
20.52,0.12,497.2714661418886,21.197824911358012
20.64,0.12,527.3689489338817,14.037394518913501
20.76,0.12,473.0754988126309,2.8022536493393577
20.88,0.12,495.1849575198497,9.281890299028724
21.0,0.12,500.35694469715924,6.3255698827243325
21.12,0.12,497.5702457086569,8.752069889840811
21.24,0.12,484.3921599557861,6.527819083543396
21.36,0.12,497.79664286882564,11.935983272172065
21.48,0.12,481.85468563856756,12.798348864955901
21.6,0.12,480.8382260719725,5.873715843824266
21.72,0.12,454.22622113027364,5.300108422854978
21.84,0.12,444.3808561761337,2.89358407457531
21.96,0.12,443.6515611850043,16.026265247161028
22.08,0.12,427.01980366909623,17.883099484568394
22.2,0.12,401.4948947528241,14.487432699130443
22.32,0.12,383.63587145410946,1.2413022017532018
22.44,0.12,391.7531582225818,1.4745776392412153
22.56,0.12,357.65281149203923,6.2487571813322
22.68,0.12,355.7433621925808,23.42352055974179
22.8,0.12,345.5617183070446,22.588431835589564
22.92,0.12,316.68725064628484,16.971818624168964
23.04,0.12,308.36054067769066,10.557581094022087
23.16,0.12,298.86643475408323,17.898247901802637
23.28,0.12,272.0055266257092,12.026687500069578
23.4,0.12,261.01893733043676,9.635529078067185
23.52,0.12,278.9080624968126,3.0405964064283024
23.64,0.12,267.44787293635704,14.1477399828102
23.76,0.12,256.85728767816204,11.676717543585516
23.88,0.12,243.1949206988718,6.5568876713487185
24.0,0.12,227.24840699477556,15.219264143360173
24.12,0.12,240.13031843452745,17.946479854040597
24.24,0.12,251.33118364870205,9.026438216523681
24.36,0.12,247.64385797448978,2.424307992499348
24.48,0.12,255.6790833702709,8.760663507912854
24.6,0.12,260.96864356780645,3.8544414852838456
24.72,0.12,271.2001049151627,6.883404182598018
24.84,0.12,261.368243222743,11.656697708919925
24.96,0.12,246.0364846190615,13.267654028186659
25.08,0.12,282.86892096611564,20.43784727974723
25.2,0.12,270.1985265666822,11.557335703914658
25.32,0.12,281.4727846970113,11.432553260496043
25.44,0.12,299.00699068131644,14.087961128808082
25.56,0.12,278.5866215108987,12.178839182556834
25.68,0.12,295.1963698299586,16.045021817144825
25.8,0.12,286.46043269380135,18.06116711066328
25.92,0.12,286.6686466028615,8.628994628321996
26.04,0.12,283.4848248037689,3.068145266128428
26.16,0.12,287.22310668544515,3.84910013519337
26.28,0.12,277.6716609547718,14.34445745660346
26.4,0.12,302.3373430090219,20.409088630393253
26.52,0.12,269.491480972992,16.687895007648283
26.64,0.12,285.02345458014406,13.78619627560506
26.76,0.12,275.3493039908269,12.578057982698779
26.88,0.12,265.600178121681,2.465612901546927
27.0,0.12,268.0606597921092,16.190197247915613
27.12,0.12,247.66245460244298,4.7439613877954185
27.24,0.12,252.9566579013684,20.338346261198364
27.36,0.12,228.1928482914475,5.799625337317951
27.48,0.12,228.54944548073988,9.639863198213826
27.6,0.12,196.5690055486698,20.92010030286531
27.72,0.12,212.27391942587542,15.007810791325488
27.84,0.12,231.79214875882187,2.6743686670912834
27.96,0.12,214.20212234496364,5.92910216609371
28.08,0.12,202.39965496444066,6.276216066643007
28.2,0.12,214.49893768064283,19.458891027413298
28.32,0.12,192.01873337445213,13.080470591100267
28.44,0.12,193.71420861112566,12.644866889373246
28.56,0.12,196.33891588132798,5.179756000482611
28.68,0.12,188.12485748992157,16.496375840248522
28.8,0.12,194.3742120585456,17.119863918021707
28.92,0.12,186.29410526990137,9.96841019358443
29.04,0.12,203.05080865259313,7.850852384424762
29.16,0.12,200.47589550151037,8.408289627308207
29.28,0.12,214.96866284409228,8.058319494028298
29.4,0.12,216.914148533167,9.547123815428101
29.52,0.12,214.49637260567462,14.285095616528523
29.64,0.12,246.8225685808922,21.955597740557405
29.76,0.12,247.65327196778827,9.412597243676238
29.88,0.12,242.02153444082757,20.126464266317395
30.0,0.12,279.35998371646735,8.247819217783515
30.12,0.12,292.3489440368147,11.985061068224931
30.24,0.12,296.4102230980331,8.99018278783099
30.36,0.12,290.46604855400284,4.203528140433885
30.48,0.12,312.4758951593727,19.963401236536118
30.6,0.12,341.461528008538,4.614904621576486
0.0,0.24,335.3049204464719,5.478811475344045
0.12,0.24,357.77253142902333,10.031667035465341
0.24,0.24,320.93575455028184,18.367089345029132
0.36,0.24,373.79439903557795,13.153598560064738
0.48,0.24,379.2219214850119,14.023928114358034
0.6,0.24,394.92510005479494,7.635428002371283
0.72,0.24,432.2575488832278,11.268314941098286
0.84,0.24,406.9776165093015,16.20269967480527
0.96,0.24,445.49959356249786,7.159455493482909
1.08,0.24,440.1945061109903,9.569981370461674
1.2,0.24,426.38632828135025,8.965613555055054
1.32,0.24,465.3315769059529,9.791690794125255
1.44,0.24,461.26239651107676,6.647158047396653
1.56,0.24,453.37583764862995,15.232805378703974
1.68,0.24,501.07871187327095,8.650008766012387
1.8,0.24,441.2885933704821,3.626145980518968
1.92,0.24,474.3471225139353,8.69633859199055
2.04,0.24,453.58719971079057,7.965888460300491
2.16,0.24,431.32254837655216,4.243867707142383
2.28,0.24,444.3379456873868,16.185048681303996
2.4,0.24,442.6440623593588,11.359455858836625
2.52,0.24,472.1574985657093,3.8354924352258535
2.64,0.24,435.87617341156715,6.135513416444561
2.76,0.24,423.3841956418491,23.222232083256472
2.88,0.24,423.1275627075897,9.328776128136388
3.0,0.24,435.3920636409599,2.752121369225706
3.12,0.24,445.1191750926359,8.783831054401892
3.24,0.24,436.29433998197925,9.456220975569138
3.36,0.24,427.0985555097398,6.786554908377886
3.48,0.24,409.1184560022063,16.14683462429027
3.6,0.24,418.9072645555524,20.392826694944386
3.72,0.24,414.7702862930137,1.6611766840442534
3.84,0.24,395.8219002449868,6.596732380237152
3.96,0.24,422.25474622750863,7.536019860785801
4.08,0.24,425.9536427011338,8.277642139974795
4.2,0.24,431.7521227991732,10.008459108032042
4.32,0.24,424.5788508439271,10.950908511892713
4.44,0.24,442.91550740373805,12.01817632095183
4.56,0.24,426.18038499253413,11.428639753851272
4.68,0.24,462.8091990291826,9.50943550030614
4.8,0.24,468.6700685041068,10.24821360194062
4.92,0.24,470.87604110841903,16.007637847920314
5.04,0.24,486.6292435887357,7.812061503689441
5.16,0.24,496.5478409156855,11.081325028241702
5.28,0.24,512.011397907111,1.4240637443074535
5.4,0.24,502.6670321350137,11.156648157772853
5.52,0.24,489.83379829292096,7.255949782080193
5.64,0.24,511.10502804563345,2.098287743714218
5.76,0.24,514.8638660597129,14.741322278344292
5.88,0.24,509.07808594648156,9.331361535675745
6.0,0.24,534.7349719244446,16.866745637565074
6.12,0.24,527.0519630073636,5.631111258218127
6.24,0.24,517.5049065381318,6.540425305402997
6.36,0.24,527.162294861087,21.601167567495413
6.48,0.24,500.2064267122529,8.213596012486784
6.6,0.24,489.5540480282594,6.230115255793193
6.72,0.24,493.86148036547905,4.179483556555701
6.84,0.24,489.7398332787137,6.10690253057962
6.96,0.24,484.31552427790643,2.640482579402289
7.08,0.24,447.09529615169834,0.8010484622138675
7.2,0.24,449.40689718416206,15.095809065727323
7.32,0.24,447.24627053196485,4.254401601092276
7.44,0.24,424.8809063996543,2.5857110295708075
7.56,0.24,424.4325653373412,1.471914127667159
7.68,0.24,401.7823552396816,13.545543071197978
7.8,0.24,389.37089390796956,8.92080525390213
7.92,0.24,400.0948066766113,6.7163969746959085
8.04,0.24,369.93394908513335,24.10127045979523
