x_km,y_km,feasibility_score,zone_class,building_height_m
24.96,0.0,0.440309312246315,none,1.3935345432965973e-44
25.2,0.0,0.4321493009460949,none,1.1191768495086518e-45
25.44,0.0,0.43120914603154215,none,8.5678633803876e-47
25.68,0.0,0.42922891132434804,none,6.811013045538914e-48
25.92,0.0,0.4265746322921703,none,6.019732822588998e-49
26.16,0.0,0.4299418903609762,none,8.402666458223057e-50
26.4,0.0,0.41373402337886106,none,6.027893875120618e-51
26.64,0.0,0.4257817855987208,none,5.433141095144365e-52
26.88,0.0,0.4339299804093963,none,3.3931510347601347e-53
27.12,0.0,0.43810023378387153,none,2.208828962952019e-54
27.36,0.0,0.4442465633078407,none,1.6283905439966052e-55
27.6,0.0,0.4469463616731083,none,1.3243253242598468e-56
27.84,0.0,0.45059695703948466,none,4.656036203362484e-58
28.08,0.0,0.46712174031482545,none,4.851804903751265e-59
28.32,0.0,0.45719076617632515,none,2.2043510739752875e-60
28.56,0.0,0.4724098235050598,none,1.3893612901004617e-61
28.8,0.0,0.46269921716596785,none,5.977132796469282e-63
29.04,0.0,0.4624819850236386,none,2.7225927950950193e-64
29.28,0.0,0.45895843978539824,none,2.2277579698235244e-65
29.52,0.0,0.4497784883126609,none,1.1634607560036342e-66
29.76,0.0,0.44249274628359336,none,5.83244389511457e-68
30.0,0.0,0.425937138299107,none,1.3925614429676282e-69
30.24,0.0,0.4184424536315708,none,9.714357888237773e-71
30.48,0.0,0.547252120509001,none,2.6244254120135823e-72
0.0,0.24,0.4058780173901416,none,9.620846430348172e-06
0.24,0.24,0.41162567889210827,none,1.285851932537362e-05
0.48,0.24,0.388311187281558,none,2.9416291468668544e-05
0.72,0.24,0.3670968812396105,none,6.613806560750056e-05
0.96,0.24,0.36180004120025483,none,8.09164973576182e-05
1.2,0.24,0.3694453347358662,none,8.930106244529818e-05
1.44,0.24,0.35549467746506247,none,0.0002426203378991777
1.68,0.24,0.33956812419934956,none,0.00026070089468920894
1.92,0.24,0.3502603898568537,none,0.0005074250481306987
2.16,0.24,0.3674699810469783,none,0.0006664016005217047
2.4,0.24,0.36294141558437887,none,0.0006396479183579369
2.64,0.24,0.36564815737908096,none,0.0009155041947982587
2.88,0.24,0.3707467706391013,none,0.001469518575225332
3.12,0.24,0.3619504668007174,none,0.0012421081521556835
3.36,0.24,0.3691582795816926,none,0.0015321429409670274
3.6,0.24,0.3724336871740063,none,0.0022713358484783047
3.84,0.24,0.38166783658730663,none,0.002268876465775719
4.08,0.24,0.3696158794846708,none,0.001775623250472882
4.32,0.24,0.3701658336738748,none,0.0017506590362655998
4.56,0.24,0.36952506553072884,none,0.0018536481716437431
4.8,0.24,0.3525292116391854,none,0.0018406394479374662
5.04,0.24,0.3453463177238431,none,0.0013232271084173534
5.28,0.24,0.4791780284559312,none,0.0009842029073295468
5.52,0.24,0.3440655813198944,none,0.0005995752915146332
5.76,0.24,0.3340534703848135,none,0.000655460867542613
6.0,0.24,0.3261053208908222,none,0.00046022626663731595
6.24,0.24,0.33299755210522675,none,0.00032351968036603985
6.48,0.24,0.339917163144161,none,0.00017744729190831993
6.72,0.24,0.34245513195250477,none,0.0001839342023693499
6.96,0.24,0.34627364096981506,none,9.954601490830038e-05
7.2,0.24,0.36023716564556346,none,5.0320514435594715e-05
7.44,0.24,0.3700475917163945,none,3.0482495854497013e-05
7.68,0.24,0.3792870345645005,none,1.555975123544903e-05
7.92,0.24,0.379962064617166,none,8.47479302893275e-06
8.16,0.24,0.3878500536954542,none,4.609580004932864e-06
8.4,0.24,0.40161004728616273,none,2.4371534159579145e-06
8.64,0.24,0.4044365161449189,none,1.2080951948600161e-06
8.88,0.24,0.40262263429097167,none,5.596303992687379e-07
9.12,0.24,0.4029041494967613,none,3.5535196559639023e-07
9.36,0.24,0.4097342792773745,none,1.2964599754240447e-07
9.6,0.24,0.3989049268146431,none,4.51565978075649e-08
9.84,0.24,0.39635633449819824,none,2.385756132718858e-08
10.08,0.24,0.3853537723478089,none,7.576093871060447e-09
10.32,0.24,0.38164237575484405,none,3.9627940566801685e-09
10.56,0.24,0.3793753423997807,none,7.277097000754273e-10
10.8,0.24,0.373366416601647,none,4.665018826945604e-10
11.04,0.24,0.37510036824668763,none,9.401242707246242e-11
11.28,0.24,0.3703907425359284,none,3.2762330418285906e-11
11.52,0.24,0.3731929015643002,none,1.5452351842147695e-11
11.76,0.24,0.51370326878482,none,2.702821289584962e-12
12.0,0.24,0.3706500881045669,none,1.3368114851200056e-12
12.24,0.24,0.38585563921415705,none,3.45226199552934e-13
12.48,0.24,0.40054334241757844,none,8.400874820902229e-14
12.72,0.24,0.40074967169738285,none,4.6541768357433394e-14
12.96,0.24,0.393308637375753,none,2.7269540569793684e-14
13.2,0.24,0.39377236472281113,none,1.5909774344884808e-14
13.44,0.24,0.3942790663491282,none,9.138920385930129e-15
13.68,0.24,0.39945960953679993,none,3.643609007689898e-15
13.92,0.24,0.3990097684943352,none,2.5742443241147322e-15
14.16,0.24,0.39360446810797084,none,1.8319727592035025e-15
14.4,0.24,0.38534502635506096,none,9.897208055878123e-16
14.64,0.24,0.3816470484202322,none,3.1248550841645437e-16
14.88,0.24,0.35786419552786386,none,2.2130304573358984e-16
15.12,0.24,0.34678569860017916,none,1.1537074305976794e-16
15.36,0.24,0.34020519989152664,none,6.045011193083892e-17
15.6,0.24,0.3451088443331284,none,1.9718376490720766e-17
15.84,0.24,0.33435030171248725,none,7.408720830525766e-18
16.08,0.24,0.32611167554401826,none,3.087097138257899e-18
16.32,0.24,0.32424786604907924,none,1.3348427474107372e-18
16.56,0.24,0.31527010715499143,none,7.2192998098632e-19
16.8,0.24,0.32330386367271796,none,2.286451021511547e-19
17.04,0.24,0.32503333116727284,none,8.965369825137954e-20
17.28,0.24,0.3339388206884684,none,2.353712037074149e-20
17.52,0.24,0.34132582325063326,none,1.0068599533201165e-20
17.76,0.24,0.35111010444075863,none,2.4605373456957835e-21
18.0,0.24,0.3509143910095964,none,1.0408239198536509e-21
18.24,0.24,0.35966563855985123,none,2.5812440931956343e-22
18.48,0.24,0.3572439572910299,none,9.498006361671211e-23
18.72,0.24,0.6563452772392466,secondary,2.3013788325257763e-23
18.96,0.24,0.3577844475168837,none,5.3782584285494556e-24
19.2,0.24,0.3628103700459076,none,1.2706331477015165e-24
19.44,0.24,0.3612722704770905,none,3.6240410878293506e-25
19.68,0.24,0.3568475976197755,none,8.007542075677908e-26
19.92,0.24,0.34970525851314166,none,1.996172660535519e-26
20.16,0.24,0.3447090485132164,none,2.9016927938566724e-27
20.4,0.24,0.4302435171584609,none,6.447763168635901e-28
20.64,0.24,0.351748271769067,none,1.893344125436093e-28
20.88,0.24,0.3421206364210331,none,4.083647541473878e-29
21.12,0.24,0.3413016053646001,none,5.747813797278063e-30
21.36,0.24,0.349736412693938,none,8.398899229691027e-31
21.6,0.24,0.3550786301381356,none,1.591221358730839e-31
21.84,0.24,0.3546183373816163,none,2.818905431651667e-32
22.08,0.24,0.37665486273154025,none,6.5147384322811e-33
22.32,0.24,0.38747360777053397,none,7.877720625682978e-34
22.56,0.24,0.3988514901671761,none,1.447494174059284e-34
22.8,0.24,0.40985903065418994,none,1.8289323147221582e-35
23.04,0.24,0.4139552715389006,none,2.5646647665846415e-36
23.28,0.24,0.42275775608708577,none,2.6056296559225037e-37
23.52,0.24,0.4311571153675516,none,4.0038043627529445e-38
23.76,0.24,0.43888970828570856,none,3.270099720303935e-39
24.0,0.24,0.44170451884306994,none,4.6203143067330534e-40
24.24,0.24,0.4385487292117633,none,4.308220436837481e-41
24.48,0.24,0.4398116136724257,none,4.8365900962395913e-42
24.72,0.24,0.4466374787922315,none,8.62133199391462e-43
24.96,0.24,0.4354147687953247,none,7.147999316566114e-44
25.2,0.24,0.42974049588972435,none,8.81821184084136e-45
25.44,0.24,0.4275042997078583,none,6.569904131382565e-46
25.68,0.24,0.42662149288191664,none,6.016371941579278e-47
25.92,0.24,0.42500407926831674,none,3.8884289144689954e-48
26.16,0.24,0.42201048270374836,none,3.525926542695292e-49
26.4,0.24,0.4329209508641484,none,3.3907158507147152e-50
26.64,0.24,0.42932264060081504,none,2.651807858341389e-51
26.88,0.24,0.4340372179589802,none,2.3129522189639303e-52
27.12,0.24,0.44486283742826055,none,1.1145933912597008e-53
27.36,0.24,0.44988911882153015,none,1.0117283908201378e-54
27.6,0.24,0.44684409626124255,none,5.274011030735384e-56
27.84,0.24,0.4673957970114271,none,2.6227451806987134e-57
28.08,0.24,0.45944992841144844,none,2.273320409694002e-58
28.32,0.24,0.4659513014230133,none,1.6242774270078067e-59
28.56,0.24,0.4680916468936285,none,8.357994554585536e-61
28.8,0.24,0.4605129796389444,none,5.657653623215907e-62
29.04,0.24,0.4642240222063201,none,2.334158864870017e-63
29.28,0.24,0.4552063038463883,none,8.414907099205219e-65
29.52,0.24,0.4437098820335351,none,6.599047639651556e-66
29.76,0.24,0.6754842768126798,secondary,2.3602974492430355e-67
30.0,0.24,0.4294805829514879,none,1.4660400313502512e-68
30.24,0.24,0.4157985507868342,none,5.913879425256319e-70
30.48,0.24,0.4139309718762942,none,1.9212661673878286e-71
0.0,0.48,0.40890543589619627,none,1.7870747113955656e-05
0.24,0.48,0.3877446054164731,none,5.843134734554924e-05
0.48,0.48,0.3851775035640487,none,6.67045284790523e-05
0.72,0.48,0.3740027956456635,none,0.00017770780862620046
0.96,0.48,0.3762436774794028,none,0.0002560671415342806
1.2,0.48,0.36139320366291017,none,0.00037906871552604205
1.44,0.48,0.36071886166035394,none,0.0007869625802815202
1.68,0.48,0.3698220548914746,none,0.0009353411405512835
1.92,0.48,0.35647652535995067,none,0.001272105229345001
2.16,0.48,0.35364925932115987,none,0.002115856750400571
2.4,0.48,0.36466044832989486,none,0.002443516844888791
2.64,0.48,0.3613665638895976,none,0.0028184493434491504
2.88,0.48,0.37416483842055137,none,0.004553207563532942
3.12,0.48,0.3647502015294109,none,0.003797680044832452
3.36,0.48,0.3692545105564695,none,0.0030648052514957655
3.6,0.48,0.3699027141290208,none,0.0035221977958991
3.84,0.48,0.3716478544670344,none,0.006019333404540798
4.08,0.48,0.3683983169793469,none,0.004164564614647288
4.32,0.48,0.3630916309071549,none,0.0045129335095898445
4.56,0.48,0.36241064707393433,none,0.004662277794981477
4.8,0.48,0.3598381618102424,none,0.0032881731624929767
5.04,0.48,0.3556275783933773,none,0.004763088383294683
5.28,0.48,0.339505865575673,none,0.0022308680860988694
5.52,0.48,0.33613854551692746,none,0.0024174954713015616
5.76,0.48,0.34258995768850486,none,0.0021199130909721198
6.0,0.48,0.3404898346932623,none,0.001632683391977938
6.24,0.48,0.33147475346832417,none,0.0007204088039754751
6.48,0.48,0.3365622156866976,none,0.00087520285878452
6.72,0.48,0.34424259208732894,none,0.0003796737633895051
6.96,0.48,0.348896395412325,none,0.00020867329320425304
7.2,0.48,0.35423277102612327,none,0.0001527623350118349
7.44,0.48,0.3615515772386597,none,0.00010591068680015221
7.68,0.48,0.37502357652997637,none,7.590510462788989e-05
7.92,0.48,0.3818680944059523,none,3.572453856863076e-05
8.16,0.48,0.39394479414073524,none,1.7388823248407253e-05
8.4,0.48,0.3966690079867474,none,1.0517974014163028e-05
8.64,0.48,0.4002398531846172,none,2.7443475883704037e-06
8.88,0.48,0.401794906940095,none,1.4052950426991358e-06
9.12,0.48,0.40218365275668794,none,6.928883804162909e-07
9.36,0.48,0.40232320105776465,none,3.390898920229374e-07
9.6,0.48,0.4031032939642256,none,1.973834336206658e-07
9.84,0.48,0.39343043785147624,none,6.430313473460806e-08
10.08,0.48,0.39371509330338006,none,2.751708593133104e-08
10.32,0.48,0.38445235408039535,none,8.46376900749988e-09
10.56,0.48,0.38184423123522654,none,2.1076505004887194e-09
10.8,0.48,0.3830877939098273,none,1.3551340301681464e-09
11.04,0.48,0.3773552598619288,none,4.4877594196836347e-10
11.28,0.48,0.3766094892421523,none,9.252091500875092e-11
11.52,0.48,0.37731813177689716,none,2.4404700410301e-11
11.76,0.48,0.3744490343468883,none,1.2380789034711794e-11
12.0,0.48,0.3829706378322633,none,3.847795437330045e-12
12.24,0.48,0.38306155272537257,none,1.0443590487823072e-12
12.48,0.48,0.37923012191971983,none,2.861280590878308e-13
12.72,0.48,0.38885728168143463,none,1.3485234892682531e-13
12.96,0.48,0.399699879433151,none,1.247586817593088e-13
13.2,0.48,0.3924596969808513,none,5.984796103769291e-14
13.44,0.48,0.39697940827748934,none,3.1780312966795676e-14
13.68,0.48,0.408716138883384,none,1.741078053934791e-14
13.92,0.48,0.3936624862940471,none,1.1252064530466824e-14
14.16,0.48,0.3916099883075703,none,7.962669507343985e-15
14.4,0.48,0.3867474894294242,none,4.202042556169667e-15
14.64,0.48,0.38534560010142344,none,1.8366210068889078e-15
14.88,0.48,0.3713402936660213,none,1.4723698815424137e-15
15.12,0.48,0.35920339679223917,none,7.693383180454436e-16
15.36,0.48,0.3447577612523821,none,3.0539909681227166e-16
15.6,0.48,0.343350773004756,none,1.0909409386019084e-16
15.84,0.48,0.3407332954955001,none,6.123974901176956e-17
16.08,0.48,0.3246221102546662,none,2.6409883008375297e-17
16.32,0.48,0.32932891983578977,none,1.183961737313395e-17
16.56,0.48,0.3282719696656783,none,3.871000035754529e-18
16.8,0.48,0.3226753251342973,none,1.0869393463621705e-18
17.04,0.48,0.33097548660000115,none,3.578637966795954e-19
17.28,0.48,0.34213501530658974,none,1.4694052745928804e-19
17.52,0.48,0.34327624701982756,none,6.386082055674426e-20
17.76,0.48,0.3403361862072459,none,1.7507262707761327e-20
18.0,0.48,0.3544595958293313,none,3.442943366036112e-21
18.24,0.48,0.36076357439599166,none,1.202676631779207e-21
18.48,0.48,0.3968054426041707,none,4.073139355465548e-22
18.72,0.48,0.3631710299227985,none,8.857434555531129e-23
18.96,0.48,0.3658372944763824,none,2.6800246876709356e-23
19.2,0.48,0.3619057258385011,none,6.5721916927531844e-24
19.44,0.48,0.3574489765058751,none,2.0004392004733536e-24
19.68,0.48,0.3555188517451435,none,3.495708986624822e-25
19.92,0.48,0.3500423449090798,none,8.270443099542438e-26
20.16,0.48,0.34384639625981184,none,1.5392963689148303e-26
20.4,0.48,0.3507862554155121,none,4.189487052699138e-27
20.64,0.48,0.33916096911644283,none,1.2009888868248346e-27
20.88,0.48,0.33836400695057195,none,1.2198819591024631e-28
21.12,0.48,0.3402995892171314,none,2.747077525339413e-29
21.36,0.48,0.34628973505249383,none,5.6172230220536086e-30
21.6,0.48,0.35013715511815596,none,8.552013838826711e-31
21.84,0.48,0.3648255301268189,none,1.4322089628273242e-31
22.08,0.48,0.37374471747917415,none,2.3513659464609575e-32
22.32,0.48,0.38404516697714075,none,4.493695491321019e-33
22.56,0.48,0.39125126981550123,none,5.079653477166096e-34
22.8,0.48,0.4085950753435465,none,1.1042351693914347e-34
23.04,0.48,0.42132671725092785,none,1.3015048952504166e-35
23.28,0.48,0.41810383780375365,none,1.871714234488298e-36
23.52,0.48,0.42141252828634096,none,2.6639178437286217e-37
23.76,0.48,0.43732495485733147,none,2.1470841456672936e-38
24.0,0.48,0.4311757775656584,none,2.1379575907866863e-39
24.24,0.48,0.4386340432329837,none,2.551056128808341e-40
24.48,0.48,0.43881801719990177,none,4.2427823626602443e-41
24.72,0.48,0.44233307942866373,none,3.9333322122482305e-42
24.96,0.48,0.43437488137783603,none,2.6952833395728352e-43
25.2,0.48,0.4264413191795231,none,4.2684120733662493e-44
25.44,0.48,0.4341165844803354,none,2.6801644030177572e-45
25.68,0.48,0.4252780215247331,none,2.7507124638753553e-46
25.92,0.48,0.4297451483992737,none,2.706367400185848e-47
26.16,0.48,0.4293641280154601,none,2.3508071217820867e-48
26.4,0.48,0.41991673265719676,none,1.3534225862847227e-49
26.64,0.48,0.4287387581362125,none,9.448582766626962e-51
26.88,0.48,0.4331199058599622,none,7.202887973525767e-52
27.12,0.48,0.4410621903507549,none,9.382088109504725e-53
27.36,0.48,0.43737524493890767,none,4.8899658632493345e-54
27.6,0.48,0.44615683317629096,none,4.4000699179819784e-55
27.84,0.48,0.45324444509978756,none,2.8003518100481175e-56
28.08,0.48,0.46208973988832125,none,1.442514224111324e-57
28.32,0.48,0.4514007758751423,none,7.0362240755194825e-59
28.56,0.48,0.4584198483645912,none,3.967917162699609e-60
28.8,0.48,0.46472029075956356,none,2.7672738038144937e-61
29.04,0.48,0.4582438772402158,none,1.4876478084550533e-62
29.28,0.48,0.4595718236696075,none,5.6989296096760284e-64
29.52,0.48,0.45458110525504675,none,2.14359582139587e-65
29.76,0.48,0.43768895464322494,none,9.780328642540274e-67
30.0,0.48,0.4396165083398563,none,5.304823011158623e-68
30.24,0.48,0.42204413752504827,none,1.94481585851998e-69
30.48,0.48,0.4130947936991058,none,1.3599251078953412e-70
0.0,0.72,0.40320540992005677,none,6.708132641225849e-05
0.24,0.72,0.3943290013485838,none,9.979760939411527e-05
0.48,0.72,0.39389719550811436,none,0.00025391505228368634
0.72,0.72,0.3788677092153681,none,0.00038147941916588695
0.96,0.72,0.3747358752679832,none,0.0006717176491388639
1.2,0.72,0.3648590735983952,none,0.0007652018822083088
1.44,0.72,0.3552287148896299,none,0.0014732323498436672
1.68,0.72,0.3536679082838665,none,0.001636245210928609
1.92,0.72,0.3621401853050869,none,0.00234175463174548
2.16,0.72,0.3612104010772904,none,0.006156169194928135
2.4,0.72,0.3622367824097188,none,0.006441290511136621
2.64,0.72,0.37328096968820446,none,0.00780858167062692
2.88,0.72,0.36984002629736346,none,0.009682868412682503
3.12,0.72,0.3716691798700409,none,0.01262018062459979
3.36,0.72,0.38378113699075767,none,0.01268846709154332
3.6,0.72,0.3662563055239042,none,0.011823501506802043
3.84,0.72,0.3671818788925165,none,0.014154765130976358
4.08,0.72,0.36128077991197793,none,0.013095029099231251
4.32,0.72,0.37077514495013286,none,0.011286344460500869
4.56,0.72,0.35802462635843346,none,0.015708058309567594
4.8,0.72,0.3595722034449825,none,0.01260985752548723
5.04,0.72,0.3481729502231039,none,0.007501119969227759
5.28,0.72,0.34414809036479554,none,0.009251620309545714
5.52,0.72,0.3448389971404278,none,0.007827752100474327
5.76,0.72,0.3400420822257112,none,0.0041077774291866445
6.0,0.72,0.33562525462256637,none,0.0033448300453661674
6.24,0.72,0.33803314204472523,none,0.0035403651855604873
6.48,0.72,0.3453547327024112,none,0.0020947632996923195
6.72,0.72,0.3448056556680603,none,0.0013856095715314716
6.96,0.72,0.34596330645418166,none,0.000931225041541245
7.2,0.72,0.35917393831411326,none,0.00039990955782375496
7.44,0.72,0.3623567647906063,none,0.0002097992936813975
7.68,0.72,0.37875034843661126,none,0.0002001432421555801
7.92,0.72,0.38225471604849487,none,0.00011338325387359703
8.16,0.72,0.3832463312650801,none,4.1432208149378165e-05
8.4,0.72,0.3924794801902883,none,2.3335117743876727e-05
8.64,0.72,0.39598494043882126,none,1.3429849758082867e-05
8.88,0.72,0.536583274990026,none,6.539533790846495e-06
9.12,0.72,0.3956315992668806,none,1.7314230572000535e-06
9.36,0.72,0.38921294286466307,none,8.378766970140734e-07
9.6,0.72,0.3967151560420752,none,5.623023225243856e-07
9.84,0.72,0.3932990559192931,none,1.179349043432936e-07
10.08,0.72,0.39085222209254267,none,7.471073880659132e-08
10.32,0.72,0.38715264290327894,none,1.7302399530675402e-08
10.56,0.72,0.3819432073772136,none,7.521031405576989e-09
10.8,0.72,0.3724213913806116,none,3.4198082345524784e-09
11.04,0.72,0.37542826798521134,none,7.154525728651431e-10
11.28,0.72,0.3710638142303364,none,2.6211808300275046e-10
11.52,0.72,0.3767054888571973,none,8.933078565804863e-11
11.76,0.72,0.3793281658521202,none,2.1912148770152436e-11
12.0,0.72,0.38553944997447925,none,8.518585811064603e-12
12.24,0.72,0.3787308957795584,none,3.935360849300769e-12
12.48,0.72,0.3895842321617012,none,1.5499972569906763e-12
12.72,0.72,0.391583990364087,none,6.975238133845324e-13
12.96,0.72,0.39807044529311475,none,6.89507565052667e-13
13.2,0.72,0.40027997224973977,none,3.2442807344840437e-13
13.44,0.72,0.3981863157403925,none,2.2653945640859787e-13
13.68,0.72,0.39302426475142904,none,9.864700900845467e-14
13.92,0.72,0.3914219568092657,none,7.644923049726702e-14
14.16,0.72,0.3862720321280043,none,4.567479007985314e-14
14.4,0.72,0.3876650640974961,none,1.676473007109915e-14
14.64,0.72,0.37945187806674896,none,1.3105759145445308e-14
14.88,0.72,0.3646982577695271,none,7.722996988078776e-15
15.12,0.72,0.5549311137320987,none,2.2986865474476237e-15
15.36,0.72,0.35429216334145475,none,1.560004715568938e-15
15.6,0.72,0.3417051802629914,none,5.37501728231932e-16
15.84,0.72,0.3497294496364339,none,3.3821415482719047e-16
16.08,0.72,0.3289962018803595,none,1.5176330749240795e-16
16.32,0.72,0.33599357441714794,none,5.613075332365285e-17
16.56,0.72,0.33207877043321304,none,2.094836188811056e-17
16.8,0.72,0.3233267250997702,none,4.787628592611005e-18
17.04,0.72,0.3371264427900074,none,3.017535390728088e-18
17.28,0.72,0.3325411765310673,none,1.0747688824284988e-18
17.52,0.72,0.3521681804575778,none,3.3390872422199755e-19
17.76,0.72,0.3450475796011543,none,6.772176036675253e-20
18.0,0.72,0.3483880162925381,none,2.5466912901175555e-20
18.24,0.72,0.3523570194771602,none,8.985890720191345e-21
18.48,0.72,0.35679301814526987,none,2.1540640105543936e-21
18.72,0.72,0.3596924276090646,none,7.317080229318554e-22
18.96,0.72,0.36149629391912447,none,1.3959273817498398e-22
