x_km,y_km,risk_score,feasibility_score,energy_cost,altitude_constraint_m
5.52,0.0,0.44475873338769123,0.3886688866286161,0.40496868097001204,553.8267015762875
5.76,0.0,0.45090970855981793,0.3843632040081274,0.4146682047497435,567.1644223199628
6.0,0.0,0.43288967094136205,0.3969772303410465,0.3921906650566287,572.3242413394782
6.24,0.0,0.4710242998501555,0.37028299010489113,0.44469503318768244,572.1772063374823
6.48,0.0,0.4140433891185708,0.4101696276170004,0.37001858118129993,549.9464340493462
6.72,0.0,0.44851778891477534,0.38603754775965726,0.41790751431813317,540.4371684992241
6.96,0.0,0.4675326112626658,0.3727271721161339,0.4453827705956056,528.773153396528
7.2,0.0,0.43530064433042703,0.3959028238536402,0.4042255003850357,498.189966398988
7.44,0.0,0.5255794517744752,0.3320943837578674,0.5277178655884224,504.1654607882054
7.68,0.0,0.4298816384092019,0.40767774953393016,0.40246219988729065,474.873941391196
7.92,0.0,0.41214021538515927,0.43439370673692895,0.38102887519976497,435.09830601997817
8.16,0.0,0.39053993013652305,0.4517191343255181,0.3557342566293865,431.36798000371545
8.4,0.0,0.38700653571176186,0.46457964108470406,0.3539903837035729,403.5220380254818
8.64,0.0,0.42542957445028595,0.4386049683526415,0.4089131959235971,394.39742327783136
8.88,0.0,0.40287474774622567,0.45532129058620907,0.3830244135339984,395.79625082103524
9.12,0.0,0.41319501394086916,0.4512077140977356,0.40074445202641684,385.12872016772394
9.36,0.0,0.42268499187840625,0.43889806659918507,0.41824190360267444,399.5996973783141
9.6,0.0,0.39371059804026254,0.46064785046892387,0.3841691423730654,400.36312422211137
9.84,0.0,0.3414459146061977,0.4932098944793914,0.3196695503238712,418.45257304755853
10.08,0.0,0.3772371191063686,0.4674351028789917,0.37201659558254635,415.69534403354464
10.32,0.0,0.3571425189147933,0.47560783399743267,0.3505569639702602,433.60996801717266
10.56,0.0,0.4177789485628865,0.4210750944008498,0.43706991858243943,461.2966061558646
10.8,0.0,0.392497147416962,0.43712757439457794,0.4084495548113118,467.4196932136267
11.04,0.0,0.4250307793972422,0.413171557902043,0.4568006706413904,469.00383795355555
11.28,0.0,0.423029827112659,0.41080343058715163,0.45942183885796245,479.99807184901346
11.52,0.0,0.33826467544680044,0.47939619074485307,0.3507765502582415,459.24487490891465
11.76,0.0,0.3882812995314864,0.4478097149972771,0.4220526073511777,446.58049891695595
12.0,0.0,0.32893561026404106,0.496398472407011,0.3978854957927014,433.80317398372915
12.24,0.0,0.3044124279438435,0.5113880334018535,0.36736012617159425,441.35238095616853
12.48,0.0,0.3121792929428071,0.5042926717898115,0.3798544046814638,444.7089999480558
12.72,0.0,0.29168223166797913,0.5289725299856979,0.35398841851968527,421.99806914499544
12.96,0.0,0.3476803419214387,0.4952986273696712,0.430248748381447,401.18631196705786
13.2,0.0,0.30820308646441963,0.5251141001070981,0.37996323947183624,401.56971448121726
13.44,0.0,0.2740875552581598,0.5565952423427176,0.33652061946743606,388.7456942995783
13.68,0.0,0.2968426549133907,0.5361132575425197,0.36957820538758396,395.9381417528829
13.92,0.0,0.326977879755893,0.509919055936599,0.41258199210813745,403.90714114109187
14.16,0.0,0.47412082668429023,0.39926783404024174,0.6113278531732774,401.268788535503
14.4,0.0,0.2893394938929341,0.5251613535224442,0.3687650157179916,435.0393073076232
14.64,0.0,0.3916117474280949,0.43415584082550135,0.5091903932335081,477.3059829526414
14.88,0.0,0.364706262714327,0.45606471328880543,0.47600144522945276,470.19988150844296
15.12,0.0,0.25351175087887007,0.5228979996789179,0.3315941726009477,499.20466420704685
15.36,0.0,0.2771069397533978,0.5060251421726215,0.3669081719421916,527.5822564531056
15.6,0.0,0.29118435989472924,0.4961709480736895,0.38888274164331776,532.5299201338986
15.84,0.0,0.2947087500603344,0.49370387495776585,0.3978642571642079,571.8756345756046
16.08,0.0,0.273400926051665,0.5086193517638344,0.3725946621545816,571.6685476721027
16.32,0.0,0.30197176666186143,0.488619763336697,0.4135145852912078,560.3857241375064
16.56,0.0,0.3763830673879266,0.43653185282845136,0.5171858109125628,603.1820957570698
16.8,0.0,0.28452085996213683,0.5008353980265042,0.3975171991915937,589.2171293766439
17.04,0.0,0.3447032141199443,0.4587077501160389,0.47996424209274613,556.0245921718869
17.28,0.0,0.2915713177776956,0.49590007755561305,0.4127029893469641,567.8362948449599
17.52,0.0,0.2765712177964685,0.506400147542472,0.3954617949495661,552.8805742213127
17.76,0.0,0.2249560061249847,0.5425307957125107,0.3294904752829778,541.2124324318713
18.0,0.0,0.28187673879117864,0.5026862828461749,0.40819480954461107,530.104735860754
18.24,0.0,0.297066620959874,0.49664911050607885,0.43033851808312007,489.1034121795291
18.48,0.0,0.21369604484167684,0.5504127686108262,0.322655890051479,501.6302147249871
18.72,0.0,0.25605719754260214,0.5207599617201785,0.382510465597661,513.467583235396
18.96,0.0,0.2523436949366047,0.5266360619440698,0.3799090621645101,492.6957338162326
19.2,0.0,0.3180354816494805,0.47989029011979245,0.4704211764610812,493.85323036914934
19.44,0.0,0.21832330674142553,0.5471736852810021,0.3405657125233841,501.6468012892355
19.68,0.0,0.21086182291063232,0.5523967239625573,0.3337285223058931,513.4636727681877
19.92,0.0,0.24717269927177957,0.5269791105097543,0.3848615933944503,515.3743617073774
20.16,0.0,0.24896882015930402,0.5257218258884871,0.39025948417119616,529.4587925609305
20.4,0.0,0.24763163254852236,0.5266578572160343,0.39156889078816565,549.6410556324104
20.64,0.0,0.3429143098683364,0.4599599830921645,0.5211181075680756,554.3973955396608
20.88,0.0,0.20813771794790564,0.5543035974364661,0.3436230382904002,550.5389617090142
21.12,0.0,0.2956987393495114,0.49301088245534197,0.4617473086646859,524.4557322226768
21.36,0.0,0.20448340771120022,0.5568616146021598,0.3422628164101821,525.717942989823
21.6,0.0,0.26335449065984207,0.5156518565381105,0.42252376259637825,519.6433003749131
21.84,0.0,0.2182675543108618,0.5522702444614321,0.3633610061852129,489.2172560511267
22.08,0.0,0.2479885668878452,0.5383984795880962,0.4042485568965464,473.42576659159306
22.32,0.0,0.19829435877084312,0.5858306425801636,0.35979600153371993,448.78275256160646
22.56,0.0,0.20708850983511326,0.6012236677937092,0.37038718268991194,402.91975575423476
22.8,0.0,0.20304512452043766,0.6157368162111522,0.364470671885219,378.9801757583063
23.04,0.0,0.18321773072496883,0.6443400342519406,0.3373664034351915,351.8731194955802
23.28,0.0,0.3016140016739318,0.5611105146199108,0.49455631101222003,327.6017465871005
23.52,0.0,0.27241035781241557,0.5863070314624073,0.4555421742320433,323.63162450653357
23.76,0.0,0.2962744650229441,0.5740990132239142,0.4868392350200901,307.0006588988514
24.0,0.0,0.19998220640569597,0.6527568018623892,0.35839986740135193,306.78690922257204
24.24,0.0,0.1739933112221777,0.6733719472674835,0.3236695223667389,307.97721048357073
24.48,0.0,0.22594942097488158,0.6351567855313808,0.3924903215035295,299.06269964224657
24.72,0.0,0.25010359334177035,0.6162465542577029,0.4244043495287359,297.0407005862579
24.96,0.0,0.2878886358588709,0.5842617157442292,0.47456417355455266,299.22671938421246
25.2,0.0,0.23581253788149115,0.6176346102583874,0.4054283845412318,319.62674763476275
25.44,0.0,0.2350061859451788,0.6172075041657591,0.40404749431880527,321.9771349211445
25.68,0.0,0.2603637431041738,0.5945516990884491,0.4375732512994915,326.92772168912995
25.92,0.0,0.21558794353538577,0.6274213558622452,0.37760843741560834,333.5634192695742
26.16,0.0,0.2185263457693355,0.629018174927754,0.3807507426491636,325.1452740975595
26.4,0.0,0.31210693217550456,0.5369700407601037,0.5061445394420682,365.6649415528474
26.64,0.0,0.19220975912127622,0.6451599952664415,0.3447957436023032,335.54553600319804
26.88,0.0,0.2612152755939663,0.5990768173873725,0.43551384093539164,315.1750489765093
27.12,0.0,0.22553774280708003,0.6328521050503718,0.3869369722579322,304.749415540321
27.36,0.0,0.18722179534269315,0.6716553989709572,0.3346525214454548,289.3835917303983
27.6,0.0,0.2103888010412467,0.655708570599834,0.3645460932659108,282.6340958172292
27.84,0.0,0.29976030774923057,0.585327162549816,0.4825838635357347,273.50760740128834
28.08,0.0,0.22219083660562788,0.6694468211994958,0.37707600814245024,232.19564921293636
28.32,0.0,0.27995047078996577,0.6090079185902622,0.4539164486029982,257.0230845591871
28.56,0.0,0.2990564375930972,0.6088499068905837,0.47731036539054567,218.97544123735057
28.8,0.0,0.19726897825535333,0.6855714865132716,0.34138052329579066,243.25195708508045
29.04,0.0,0.27297316777000935,0.6206795119595594,0.4413167220164782,243.79503744090363
29.28,0.0,0.17968314607662134,0.6959877117372512,0.316191677899474,252.6039005365044
29.52,0.0,0.20877445727953903,0.6604104296140342,0.3546061723348619,275.5537792183479
29.76,0.0,0.2196161101124792,0.642832738269707,0.3685264489444714,293.7681342910165
30.0,0.0,0.41607234832769213,0.46650313365810014,0.6305555090447588,335.15715425223243
30.24,0.0,0.20753978267889317,0.6241921313832547,0.3520095780732799,353.8938659210731
30.48,0.0,0.1787558703375332,0.645969653068643,0.31255598516034916,355.7092429707068
0.0,0.24,0.3630535764551661,0.4896952689132697,0.34061136189066626,385.3049204464719
0.24,0.24,0.43041086349460644,0.44282055082543054,0.4243935443219659,370.93575455028184
0.48,0.24,0.4134423486584071,0.4354996100392484,0.3981695172408103,429.2219214850119
0.72,0.24,0.4040463873574216,0.42351173555390975,0.3821234687185227,482.2575488832278
0.96,0.24,0.38785177338235344,0.43015670812421797,0.3560737064936266,495.49959356249786
1.2,0.24,0.4003471668417483,0.4282529862991905,0.36756186107189737,476.38632828135025
1.44,0.24,0.39249390402641227,0.4252542671815114,0.3538124827259237,511.26239651107676
1.68,0.24,0.4055333422351291,0.41612666043540963,0.36834146617359986,551.078711873271
1.92,0.24,0.40880039801807894,0.4138397213873447,0.36813448175913616,524.3471225139353
2.16,0.24,0.3898736399964826,0.4339258153463558,0.33814548751613893,481.32254837655216
2.4,0.24,0.42721576217161245,0.403476985560876,0.3850926340539447,492.6440623593588
2.64,0.24,0.404063509470375,0.42220568556071325,0.351156045076532,485.87617341156715
2.88,0.24,0.42178520354809107,0.41407318203185484,0.37183296367532864,473.1275627075897
3.12,0.24,0.42101237637189165,0.4069868988683517,0.369206134307153,495.1191750926359
3.36,0.24,0.41290775592327045,0.419031727116742,0.3559167752314682,477.0985555097398
3.6,0.24,0.4807668877982576,0.37314980521623126,0.4444987870339622,468.9072645555524
3.84,0.24,0.41455501131621403,0.42884247027743994,0.3542240338770941,445.8219002449868
4.08,0.24,0.4236856328099979,0.411735013746954,0.36629574248395486,475.9536427011338
4.32,0.24,0.43741917107885964,0.4023874509434091,0.3838732321899461,474.5788508439271
4.56,0.24,0.44018629299327605,0.39987032309078824,0.3872347675348109,476.18038499253413
4.8,0.24,0.43461171806869114,0.3957717973519162,0.3810144692307491,518.6700685041068
5.04,0.24,0.4226614868221309,0.4041369592245084,0.36587140493464443,536.6292435887357
5.28,0.24,0.3911705568405067,0.42618061021164527,0.32520977207547724,562.011397907111
5.52,0.24,0.41912031333438515,0.40661578066593035,0.3626662053054978,539.833798292921
5.76,0.24,0.4549098547299827,0.3815631016890121,0.4122885076874395,564.8638660597129
6.0,0.24,0.4642896902493703,0.3749972168254408,0.4268465990750736,584.7349719244446
6.24,0.24,0.4126293159308755,0.41115947884838716,0.35921234980655825,567.5049065381318
6.48,0.24,0.41934833178239994,0.40645616775232,0.3696830526391278,550.2064267122529
6.72,0.24,0.3979761061516757,0.42141672569382693,0.34331018700460175,543.8614803654791
6.96,0.24,0.38857749030912603,0.42799575678361174,0.3330703984379507,534.3155242779064
7.2,0.24,0.4473194681502622,0.3870730501226359,0.4131641178763432,499.40689718416206
7.44,0.24,0.38393824575435825,0.4405281756930428,0.3310180092268934,474.8809063996543
7.68,0.24,0.4349907718099688,0.411852508283723,0.4016981581589563,451.7823552396816
7.92,0.24,0.3989860800006618,0.43870597352010554,0.35719050475717595,450.0948066766113
8.16,0.24,0.42522723257561346,0.426352121811539,0.39533062639666056,430.3748484754394
8.4,0.24,0.4278143172782992,0.43624299101459807,0.40169492674357304,395.9748726452679
8.64,0.24,0.4416215875376781,0.4280834772519517,0.4240175887451081,388.9087051073458
8.88,0.24,0.38425012393316305,0.47039223669558056,0.35196899374863416,393.44341217395686
9.12,0.24,0.4166917644379359,0.4458552809716945,0.39964175122200163,392.7396249255269
9.36,0.24,0.3598915045658668,0.4958289490102269,0.3279946515653093,375.66430132039125
9.6,0.24,0.371893799987268,0.4763289786877078,0.3495092468811585,402.737682794055
9.84,0.24,0.39667133520815956,0.45523229351095984,0.3875385678268506,409.10916366503864
10.08,0.24,0.3714528298111894,0.4638870819371217,0.35964290959342277,436.6155691020674
10.32,0.24,0.3707535527091309,0.4609000951912235,0.36396160658572335,445.8940605980293
10.56,0.24,0.39666401394452155,0.4398699522077241,0.40370528376809395,451.56164399781926
10.8,0.24,0.3505207676150752,0.46765727766139126,0.34772420977679935,466.5839584941332
11.04,0.24,0.3641276048369468,0.4595135376015697,0.370848383184715,462.24907938292847
11.28,0.24,0.37898761228955435,0.4443878411458398,0.39614871906368043,474.0231436600561
11.52,0.24,0.3581544312710188,0.4619936062218948,0.37331709198883234,467.01774608919146
11.76,0.24,0.3153982273840442,0.4965934401877599,0.3211940459602196,457.7072880140491
12.0,0.24,0.347291252191268,0.4673232319722911,0.36932566169143133,473.3747797385778
12.24,0.24,0.3087414704578202,0.5106903673948535,0.371855861988832,435.36090196460594
12.48,0.24,0.3431697978332495,0.4997262792117062,0.4186831453235532,398.6416439560536
12.72,0.24,0.3072020824471843,0.5273054738263327,0.37285159682303987,398.12582075654274
12.96,0.24,0.29251964213986104,0.5305840605377443,0.3560643255581244,416.7284065606173
13.2,0.24,0.3022439811250644,0.5237765193479266,0.3713150479078309,415.569088192972
13.44,0.24,0.2732786222527503,0.5460719599107665,0.3350784468107515,414.30233412717956
13.68,0.24,0.35613943646652646,0.48881212412319375,0.4476521710049774,401.3509761580002
13.92,0.24,0.3414979376287427,0.4994834631690977,0.43075646173842685,402.47557876416187
14.16,0.24,0.30675341989237614,0.5202168799636164,0.38751550157119957,415.9888297300729
14.4,0.24,0.2769734523495402,0.5336062737137364,0.35118463688699497,436.63743411234765
14.64,0.24,0.3090532894965962,0.5060981326994837,0.3970490664915777,445.88237894941943
14.88,0.24,0.3033415114391988,0.48766094199256077,0.39410867446380565,505.3395111803404
15.12,0.24,0.2902962028647143,0.4967926579947,0.3805044216086221,533.0357534995521
15.36,0.24,0.26686478279965187,0.5131946520402436,0.3527762509898532,549.4870002711834
15.6,0.24,0.2551860945922911,0.5213697337853963,0.3399073033426066,537.227889167179
15.84,0.24,0.2692701100947379,0.5115109229336835,0.3626011279017918,564.1242457187818
16.08,0.24,0.25508652401497767,0.5214394331895156,0.34746283622980517,584.7208111399543
16.32,0.24,0.2616761577614961,0.5168266895669527,0.3595710664393217,589.380334877302
16.56,0.24,0.27209449427186605,0.5095338540096938,0.3773407125456056,611.8247321125215
16.8,0.24,0.24868723683397467,0.5259189342162177,0.34876090153409917,591.7403408182051
17.04,0.24,0.36216687075913223,0.4464831904686074,0.5031412234384871,587.4166720818179
17.28,0.24,0.22477401779488504,0.5426581875435804,0.32255497580913983,565.152948278829
17.52,0.24,0.27271446383650955,0.5090998753144433,0.3891359065511798,546.685441873417
17.76,0.24,0.30739741569271456,0.48482180901509975,0.43784773167928775,522.2247388981034
18.0,0.24,0.22228926684468026,0.5443975132087238,0.3275930461625624,522.714022476009
18.24,0.24,0.28239027895002267,0.5023268047349841,0.41020814228615765,500.8359036003719
18.48,0.24,0.2258236039925206,0.5419234772052356,0.33809323127047475,506.8901067724252
18.72,0.24,0.20278918785815356,0.5612414886304672,0.3100415778619407,493.32271948956287
18.96,0.24,0.21561174853983797,0.5490717760221133,0.33050513441046464,505.5388812077908
19.2,0.24,0.2763433016052772,0.5096103035393393,0.4140273812316043,492.97407488523095
19.44,0.24,0.21328136394336028,0.5522044235812954,0.3329451320349756,496.8193238072738
19.68,0.24,0.23048116867919888,0.5386631819245608,0.3589953039063372,507.8810059505612
19.92,0.24,0.21994186570279617,0.5460406940080427,0.34818705662257304,525.7368537171458
20.16,0.24,0.2722793580455155,0.5094044493681391,0.4209474290948042,538.227378716959
20.4,0.24,0.1913271785753895,0.5660709749972274,0.3150229809573562,520.4647247849607
20.64,0.24,0.2409548053650413,0.531331636244471,0.3836084023487003,520.6293205773325
20.88,0.24,0.18947905801127943,0.5673646593921043,0.3180302416780484,544.6984089474173
21.12,0.24,0.2995844735417614,0.490290868520767,0.4670846270701609,546.7459865884998
21.36,0.24,0.23952394452798403,0.5323332388304112,0.3884950284235707,525.658968265155
21.6,0.24,0.19582338896286533,0.5629236277259942,0.3318355262795718,512.303424654661
21.84,0.24,0.22350227023526165,0.5435484108353168,0.37065210282677064,513.4541565459592
22.08,0.24,0.2280488746822568,0.5596508977638579,0.3768332828090577,458.36284317114934
22.32,0.24,0.20648285227740307,0.5881631717194031,0.37028393931382875,431.3159805736651
22.56,0.24,0.20036080852347082,0.6063481953109789,0.36151285836484753,402.87127458205975
22.8,0.24,0.19211019763690818,0.6259437652860075,0.34988059714884123,375.3524233645251
23.04,0.24,0.18493258272294455,0.6365129678264797,0.340144761093373,365.11182115274846
23.28,0.24,0.1756398480507179,0.6546545963804165,0.3271847865472839,343.1056097822856
23.52,0.24,0.17063355735282681,0.6690794953151523,0.31991701249476645,322.107211581121
23.76,0.24,0.17086191289657282,0.6785123537026388,0.3196251468179542,302.7757292857285
24.0,0.24,0.2335954193661378,0.6304112826934253,0.4029730125296017,295.73870289232514
24.24,0.24,0.20437433943125077,0.650681039247042,0.3641346995699957,303.62817697059177
24.48,0.24,0.16496066077734522,0.6844962931708326,0.31132612857516156,300.47096581893567
24.72,0.24,0.19677167976917992,0.6666443390005503,0.35299642666110403,283.4063030194212
24.96,0.24,0.168211017464191,0.676346048481721,0.3154883508483113,311.46307801168825
25.2,0.24,0.17522119305969966,0.6636258893512379,0.3249321626458418,325.6487602756891
25.44,0.24,0.17737592950797057,0.6591328420465091,0.3275956609912322,331.2392507303541
25.68,0.24,0.27292852454810684,0.5816079135060197,0.4546137269174739,333.4462677952083
25.92,0.24,0.17625654700021487,0.6569404441731821,0.3253902036650422,337.48980182920815
26.16,0.24,0.1840731900862365,0.6470427899401575,0.3355120200473145,344.9737932406291
26.4,0.24,0.23144632541559446,0.622053069320329,0.3972765717002705,317.69762283962905
26.64,0.24,0.24695283297528917,0.6054378440899715,0.4176018309863343,326.69339849796245
26.88,0.24,0.23749203616152453,0.6184365271581839,0.40397640019129316,314.90695510254955
27.12,0.24,0.2572560131439616,0.6144678341102999,0.4288080125137642,287.84290642934855
27.36,0.24,0.221715067342031,0.6497384730436266,0.3803066684038607,275.2772029461745
27.6,0.24,0.21603189853624538,0.6509021729285211,0.3721714004197083,282.88975934689347
27.84,0.24,0.25022909231766344,0.6456230016874241,0.4153919471287568,231.51050747143228
28.08,0.24,0.21062617832227876,0.6703164302579862,0.36232920739343927,251.37517897137894
28.32,0.24,0.20425936020255722,0.6834830824307905,0.35245375120146255,235.12174644246682
28.56,0.24,0.23244821796195397,0.6617351517215798,0.3889355062030958,229.77088276592886
28.8,0.24,0.1780572149633582,0.6992838271507972,0.31602842890912836,248.717550902639
29.04,0.24,0.19606045038602105,0.6884424049370448,0.3387511113927773,239.4399444841997
29.28,0.24,0.21303654651565412,0.6632602399416927,0.36102951853019916,261.98424038402925
29.52,0.24,0.19153481414551776,0.6674404181022857,0.3321736444368975,290.7252949161622
29.76,0.24,0.1734694253432367,0.6801965572320191,0.3071434302283866,295.0768386789822
30.0,0.24,0.2560450473133565,0.5983041025841225,0.4170574260490971,326.29854262128026
30.24,0.24,0.18631147433836484,0.6376859287488371,0.32400305313365196,360.50362303291445
30.48,0.24,0.2633221870618844,0.575269094673864,0.42566601282878963,365.1725703092645
0.0,0.48,0.40713538838829316,0.45849670535424475,0.3917735918933297,377.73634324420766
0.24,0.48,0.3708898951299918,0.46655877355314723,0.3393971799522111,430.6382673412646
0.48,0.48,0.36796380439705545,0.46629507213243443,0.33028181866373585,437.0559909478965
0.72,0.48,0.3930104295605446,0.4376422683787574,0.3593494872926096,464.9923444815589
0.96,0.48,0.3939397770264703,0.43900947545633123,0.35552170527372884,459.3898460497122
1.2,0.48,0.3778139848730263,0.4368309890071317,0.3305076670825532,496.5155693350413
1.44,0.48,0.4091035497771648,0.4142657206410804,0.36791634084104385,498.199894739439
1.68,0.48,0.41238161642653254,0.419991535182685,0.36753657622213115,475.4413552420362
1.92,0.48,0.430158606368478,0.39888897554206537,0.3884577377375877,508.8039162055133
2.16,0.48,0.44537910058864716,0.38823462958794697,0.4054792253579586,515.8689172342863
2.4,0.48,0.4418123723570062,0.39463651511258,0.3967220381365038,488.3397159870945
2.64,0.48,0.42490930835266083,0.40374597835577103,0.3715643604027538,496.5730210909681
2.88,0.48,0.4079303536554022,0.4270346743384765,0.34540751817246,464.57082942025835
3.12,0.48,0.44085465059555123,0.3953906019980253,0.38775513597546357,488.1102548763045
3.36,0.48,0.42897572045190735,0.40764775869425623,0.36964902636781527,476.85223058913306
3.6,0.48,0.45088681427944244,0.3925401480502082,0.3971908310530603,475.2300064357133
3.84,0.48,0.4315262107859243,0.407871601522342,0.3699472767143475,470.8577913321469
4.08,0.48,0.48545132482937414,0.3666709083927285,0.44109714497071933,478.9885904343279
4.32,0.48,0.4138436496288552,0.41303366578408,0.3453729904215896,492.2539992314517
4.56,0.48,0.4580145347303788,0.3813553146979854,0.40396097270302134,493.95589877343303
4.8,0.48,0.49055975996983164,0.3566081680211178,0.44751214862946304,500.3922648250346
5.04,0.48,0.4300687723557994,0.39895185935094035,0.36747405201788513,510.91319243511936
5.28,0.48,0.4398999817295324,0.3920700127893273,0.38239140581404524,551.2269703054945
5.52,0.48,0.43037690462213607,0.39873616676450474,0.3708590661925377,559.6445705996639
5.76,0.48,0.4892087177268827,0.3575538975911821,0.450019967547461,543.5171561046466
6.0,0.48,0.4878247843944098,0.3585226509239131,0.44985241917326113,548.7692907041243
6.24,0.48,0.4832608151758599,0.361717429376898,0.4462611240535977,571.3104147961747
6.48,0.48,0.44463492764773804,0.38875555064658335,0.3964955084520782,558.5911787725356
6.72,0.48,0.46728448174935,0.372900862775455,0.42850402239739477,539.3920960050649
6.96,0.48,0.484745818954202,0.36067792673205856,0.454097638092874,527.758228944338
7.2,0.48,0.4295386850456193,0.39932292046806644,0.3830339419230637,514.4174995759355
7.44,0.48,0.4150230250072403,0.4108454773336947,0.36632161024388527,496.12065973827515
7.68,0.48,0.3982489543517536,0.4347865140541533,0.3463818513010042,462.44077403091677
7.92,0.48,0.390274712428901,0.4468080455350689,0.3389012468305649,445.32963001809946
8.16,0.48,0.45512077222809544,0.40915920058607264,0.42832145916640524,415.13794944007475
8.4,0.48,0.42832443776885876,0.43161707072667654,0.3964815467696323,408.3274405907288
8.64,0.48,0.4067356357735561,0.4510943649959949,0.371709828608408,399.4003567471536
8.88,0.48,0.4349312543039239,0.4309736172356375,0.4136291436504346,395.51272737990615
9.12,0.48,0.37171376633489667,0.4795554770141739,0.3339343740016783,394.54086550994873
9.36,0.48,0.37759976301367165,0.4751931219178507,0.346519605037786,394.19199608400123
9.6,0.48,0.3722365406937356,0.4800224311828985,0.3441863590588578,392.241764349248
9.84,0.48,0.38128076286848983,0.4641295485882314,0.3619513615679896,416.4239051301726
10.08,0.48,0.4072223614208541,0.4449226771313828,0.4015885881161081,415.71226663836086
10.32,0.48,0.41367358862351217,0.4319340795012053,0.41603631774391187,438.8691147672726
10.56,0.48,0.36061896562166174,0.468516904811437,0.35072230904416785,445.38942190403003
10.8,0.48,0.39144203810657957,0.4470659645368196,0.39698171526352344,442.28051522035
11.04,0.48,0.3808529874593446,0.44952109472215396,0.3885926392482753,456.61185034349495
11.28,0.48,0.3735596876911389,0.45411549905855003,0.3842447285502021,458.4762768942722
11.52,0.48,0.3522101546463112,0.4702806566059743,0.3610597126637326,456.70467055766557
11.76,0.48,0.3302102057931773,0.48336957955732907,0.33727494406958375,463.8774141327327
12.0,0.48,0.34983138219992516,0.4775202142341412,0.36811039721984956,442.5734054193273
12.24,0.48,0.35250448545849344,0.47564523810111786,0.37696628748948624,442.3461181865647
12.48,0.48,0.2925944803029774,0.515589105373601,0.3520078803371752,451.9246952006993
12.72,0.48,0.3441437896536602,0.48748868834916187,0.4221290452272341,427.8567957964129
12.96,0.48,0.3458496532680516,0.4968597775569825,0.42581154102025504,400.75030141712193
13.2,0.48,0.31086446177623905,0.5159485728808516,0.3820319679002126,418.85075754787147
13.44,0.48,0.34378926132333165,0.49574694430606403,0.4279921453768462,407.5514793062764
13.68,0.48,0.35233147933888415,0.5006958288671653,0.4409976654151392,378.20965279153995
13.92,0.48,0.2743926512049685,0.544563765307031,0.3408119374269312,415.8437842648821
14.16,0.48,0.26340964415126633,0.5505386678978849,0.32899180442629783,420.9750292310742
14.4,0.48,0.32905005908952684,0.4965842983155947,0.41960557315384417,433.13127642643946
14.64,0.48,0.31283910528312714,0.5071373841660564,0.4009220621217935,436.63599974644137
14.88,0.48,0.26986611088016654,0.5235136214610833,0.34757783847008317,471.64926583494673
15.12,0.48,0.27928889173919297,0.5044977757825649,0.36400622099822716,501.9915080194021
15.36,0.48,0.28426638199590093,0.5010135326028693,0.3747418613901791,538.1055968690448
15.6,0.48,0.3280578600599678,0.47035949795802257,0.43629652256526175,541.6230674881099
15.84,0.48,0.2572703266408104,0.5199107713514327,0.3452485423221925,548.1667612612498
16.08,0.48,0.25537127127276027,0.5212401101090678,0.34708555669968655,588.4447243633346
16.32,0.48,0.26790108340007335,0.5124692416199487,0.3666316730684734,576.6777004105256
16.56,0.48,0.3372592837901627,0.4639185013468861,0.46239219142431354,579.3200758358042
